id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,60,0,5,9770,15037,34.1,a,,,2790,129,0.0,0.06,0.06
2,Arrizabalaga,1,1,41,0,-4,21,105,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,17,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,18,94,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,72,0,12,11442,26418,42.5,a,100.0,,2165,173,1.9,1.65,3.55
6,Saliba,1,2,61,0,1,7487,6867,13.2,a,100.0,,2074,107,0.88,0.7,1.58
7,Calafiori,1,2,56,0,1,709,1241,6.0,a,100.0,,1446,93,2.92,0.49,3.41
8,J.Timber,1,2,63,0,8,5958,56603,27.7,a,100.0,,2452,149,4.71,1.53,6.24
9,Kiwior,1,2,54,0,-1,0,0,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,0,-4,64,303,1.4,a,,,311,12,0.05,0.06,0.11
11,White,1,2,51,0,-4,66,149,0.5,a,100.0,,409,30,0.43,0.49,0.92
13,Clarke,1,2,38,0,-2,14,122,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,7,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,37,0,-3,229,229,0.3,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,98,0,-2,3229,9188,8.1,a,100.0,,1995,133,6.99,5.75,12.74
17,Ødegaard,1,3,78,0,-2,17,650,1.6,d,50.0,Knee injury - 75% chance of playing,1070,62,1.01,2.91,3.92
18,Madueke,1,3,68,0,-2,227,1466,0.9,a,100.0,,889,54,1.03,2.06,3.09
19,Martinelli,1,3,68,0,-2,170,538,0.9,a,100.0,,839,47,3.53,1.0,4.53
20,Trossard,1,3,66,0,-4,13,2713,0.8,d,75.0,Knock - 75% chance of playing,1675,99,4.96,2.7,7.66
21,Rice,1,3,74,0,9,6272,73653,28.3,a,100.0,,2580,163,3.05,6.43,9.48
22,Merino,1,3,54,0,-6,6,336,0.8,i,0.0,Foot injury - Unknown return date,996,66,2.99,1.45,4.44
23,Fábio Vieira,1,3,54,0,-1,0,0,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,51,0,-4,8,27,0.1,a,100.0,,56,6,0.05,0.0,0.05
25,Nwaneri,1,3,50,0,-5,0,11,0.1,u,0.0,has joined Marseille on loan for the rest of the season.,165,8,0.23,0.08,0.31
26,Zubimendi,1,3,51,-1,-4,635,12173,4.0,a,100.0,,2597,117,2.77,2.19,4.96
28,Kabia,1,3,45,0,0,0,6,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,4,0.0,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,278,504,0.5,a,100.0,,261,12,0.31,0.09,0.4
31,G.Jesus,1,4,64,0,-1,92,891,0.4,a,100.0,,304,17,1.75,0.19,1.94
266,Eze,1,3,72,0,-3,1150,6114,8.0,a,,,1494,94,3.88,2.23,6.11
662,Mosquera,1,2,53,0,-2,62,100,0.1,a,100.0,,667,28,0.0,0.49,0.49
666,Gyökeres,1,4,88,0,-2,7423,14836,11.7,a,100.0,,1888,101,9.23,1.76,10.98
700,Dowman,1,3,42,0,-3,2730,789,0.6,a,100.0,,43,11,1.11,0.04,1.15
711,Harriman-Annous,1,3,44,0,-1,1,7,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,51,0,-4,912,2152,0.9,a,100.0,,1499,74,0.33,1.39,1.72
759,Salmon,1,2,40,0,0,11,26,0.0,a,,,0,0,0.0,0.0,0.0
32,Martinez,2,1,51,0,1,11822,1960,4.7,a,100.0,,2295,99,0.0,0.06,0.06
33,M.Bizot,2,1,42,0,-3,32,100,0.4,a,100.0,,405,11,0.0,0.0,0.0
34,Gauci,2,1,40,0,0,0,21,0.1,u,0.0,Has joined Port Vale on loan for the rest of the season.,0,0,0.0,0.0,0.0
35,Marschall,2,1,40,0,0,0,3,0.0,u,0.0,Has joined Stevenage permanently.,0,0,0.0,0.0,0.0
36,Cash,2,2,47,-1,2,775,14999,8.5,d,75.0,Calf injury - 75% chance of playing,2352,100,1.04,2.44,3.48
37,Digne,2,2,45,0,0,2005,380,1.5,a,100.0,,1459,78,0.54,2.52,3.06
38,Konsa,2,2,44,0,-1,7924,1992,8.1,a,100.0,,2585,89,1.01,0.55,1.56
39,Maatsen,2,2,42,0,-3,179,350,0.6,a,,,1251,40,1.05,1.85,2.9
40,Mings,2,2,43,0,-2,453,188,0.7,a,100.0,,962,44,1.01,0.37,1.38
41,Pau,2,2,43,0,-2,78,130,0.3,a,100.0,,1296,50,0.63,0.34,0.97
42,A.García,2,2,39,0,-1,46,70,0.2,a,100.0,,37,3,0.0,0.02,0.02
43,Alex Moreno,2,2,40,0,0,0,120,1.6,u,0.0,Has joined Girona permanently.,0,0,0.0,0.0,0.0
44,Bogarde,2,2,40,0,0,169,185,0.5,a,100.0,,797,34,0.0,0.19,0.19
45,Sousa,2,2,38,0,-2,0,100,0.3,u,0.0,has joined Rotherham on loan for the rest of the season.,0,0,0.0,0.0,0.0
46,Yasin,2,2,40,0,0,0,5,0.1,u,0.0,has joined Anderlecht on loan for the rest of the season.,0,0,0.0,0.0,0.0
47,Rogers,2,3,75,0,5,23021,18545,24.6,a,100.0,,2677,132,5.36,3.34,8.7
48,Tielemans,2,3,59,0,-1,16,147,0.6,i,0.0,Ankle injury - Expected back 11 Apr,1295,52,0.97,2.53,3.5
49,Bailey,2,3,55,0,0,186,53,0.1,a,100.0,,311,12,0.31,1.15,1.46
50,Buendía,2,3,53,0,-2,457,415,0.4,d,100.0,Knock - 75% chance of playing,1440,82,2.9,1.86,4.76
51,Iling Jr,2,3,55,0,0,0,0,0.0,u,0.0,has joined Pisa on loan for the rest of the season.,0,0,0.0,0.0,0.0
53,Malen,2,3,51,0,-4,0,78,0.4,u,0.0,has joined Roma on loan for the rest of the season.,640,55,4.03,0.35,4.38
54,McGinn,2,3,53,0,-2,449,80,0.5,a,100.0,,1651,73,2.58,2.21,4.79
55,Barkley,2,3,48,0,-2,323,20,0.0,a,100.0,,324,32,0.69,0.74,1.43
56,Barrenechea,2,3,50,0,0,0,0,0.0,u,0.0,Season-long loan to Benfica,0,0,0.0,0.0,0.0
57,Dobbin,2,3,50,0,0,0,1,0.0,u,0.0,Has joined Preston North End on loan for the rest of the season.,0,0,0.0,0.0,0.0
58,Kamara,2,3,49,0,-1,6,83,0.2,i,0.0,Knee injury - Expected back 01 Jun,1410,61,0.53,0.84,1.36
59,Onana,2,3,48,0,-2,304,336,0.7,a,100.0,,1468,66,1.24,0.41,1.65
60,Broggio,2,3,44,0,-1,0,67,0.3,u,0.0,has joined Falkirk on loan for the rest of the season.,0,0,0.0,0.0,0.0
61,Dendoncker,2,3,45,0,0,0,2,0.1,u,0.0,Has joined Real Oviedo permanently.,0,0,0.0,0.0,0.0
62,Jimoh-Aloba,2,3,45,0,0,0,18,0.1,u,0.0,has joined West Brom on loan for the rest of the season.,8,1,0.0,0.0,0.0
63,Young,2,3,43,0,-2,0,265,0.5,u,0.0,has joined Reading on loan for the rest of the season.,0,0,0.0,0.0,0.0
64,Watkins,2,4,85,0,-5,12067,3875,8.0,a,100.0,,2203,100,10.0,1.02,11.02
65,Redmond,2,4,45,0,0,0,14,0.3,u,0.0,has joined Huddersfield Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
389,Elliott,2,3,51,0,-4,41,22,0.2,a,100.0,,110,5,0.29,0.08,0.37
456,Sancho,2,3,58,0,-2,106,139,0.2,a,0.0,,686,26,0.58,1.61,2.19
688,Wright,2,1,39,0,-1,49,157,0.6,a,,,0,0,0.0,0.0,0.0
699,Douglas Luiz,2,3,49,0,-1,214,137,0.1,a,100.0,,778,29,0.5,1.37,1.87
701,Rowe,2,2,40,0,0,0,4,0.1,u,0.0,has joined Annecy on loan for the rest of the season.,0,0,0.0,0.0,0.0
702,Burrowes,2,3,44,0,-1,15,27,0.1,a,,,16,1,0.0,0.0,0.0
703,Proctor,2,1,39,0,-1,180,457,0.6,a,,,0,0,0.0,0.0,0.0
710,Patterson,2,2,39,0,-1,12,43,0.2,a,,,0,0,0.0,0.0,0.0
719,Lindelöf,2,2,45,0,0,67,88,0.1,a,100.0,,572,22,0.03,0.07,0.1
754,George Hemmings,2,3,45,0,0,7,9,0.0,a,,,25,2,0.04,0.01,0.05
757,Hollingshead,2,1,40,0,0,3,11,0.0,a,,,0,0,0.0,0.0,0.0
768,Leon Routh,2,2,40,0,0,8,11,0.0,a,,,0,0,0.0,0.0,0.0
781,Carroll,2,2,40,0,0,5,8,0.0,a,,,0,0,0.0,0.0,0.0
792,Alysson,2,3,50,0,0,10,3,0.0,a,100.0,,47,3,0.05,0.05,0.1
808,Abraham,2,4,60,0,0,541,738,0.3,a,,,193,14,1.24,0.36,1.6
183,Weiss,3,1,43,0,-2,32,37,0.1,a,,,0,0,0.0,0.0,0.0
184,Green,3,1,40,0,0,0,28,0.2,u,0.0,has joined FC Fredericia permanently.,0,0,0.0,0.0,0.0
185,Hladký,3,1,39,0,-1,14,38,0.2,a,,,0,0,0.0,0.0,0.0
186,Roberts,3,2,43,0,-2,6,5,0.0,i,0.0,Achilles injury - Expected back 11 Apr,0,0,0.0,0.0,0.0
187,Walker,3,2,44,0,-1,355,193,1.1,a,100.0,,2461,61,0.12,0.99,1.11
188,Delcroix,3,2,38,0,-2,0,61,0.2,u,0.0,has joined Lugano permanently.,0,0,0.0,0.0,0.0
189,Dodgson,3,2,40,0,0,0,0,0.0,u,0.0,Has joined Stockport County on loan for the rest of the season.,0,0,0.0,0.0,0.0
190,Ekdal,3,2,38,0,-2,103,371,0.8,a,,,1179,44,0.21,0.24,0.45
191,Estève,3,2,39,0,-1,970,1164,7.7,a,100.0,,2312,66,0.67,0.58,1.25
192,Hartman,3,2,40,0,0,131,147,0.6,a,,,1410,52,0.19,1.52,1.71
193,Humphreys,3,2,39,0,-1,76,66,0.1,a,100.0,,1149,39,0.32,0.62,0.94
