id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,60,0,5,20012,56822,35.5,a,,,1620,77,0.0,0.04,0.04
2,Arrizabalaga,1,1,41,0,-4,247,504,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,205,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,1085,613,0.3,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,63,1,3,204927,11560,14.1,a,25.0,,1009,82,0.84,0.69,1.53
6,Saliba,1,2,59,0,-1,40312,15784,11.6,a,100.0,,1084,51,0.29,0.28,0.57
7,Calafiori,1,2,57,0,2,5501,87943,9.6,d,100.0,Muscle injury - 75% chance of playing,1256,77,2.49,0.36,2.85
8,J.Timber,1,2,64,-1,9,12518,436651,29.4,d,100.0,Knock - 75% chance of playing,1377,86,3.76,0.81,4.57
9,Kiwior,1,2,54,0,-1,0,22,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,0,-4,1672,5346,1.6,a,,,265,10,0.05,0.06,0.11
11,White,1,2,51,-1,-4,28,21190,0.7,i,0.0,Hamstring injury - Expected back 08 Jan,280,22,0.37,0.42,0.79
13,Clarke,1,2,38,0,-2,679,1123,0.5,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,75,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,38,0,-2,139,292,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,103,0,3,45598,84540,21.3,a,100.0,,1238,85,4.85,4.03,8.88
17,Ødegaard,1,3,78,0,-2,14573,2824,1.8,a,100.0,,624,33,0.57,1.33,1.9
18,Madueke,1,3,68,0,-2,829,4907,0.7,a,100.0,,420,16,0.47,0.97,1.44
19,Martinelli,1,3,68,0,-2,947,2702,0.9,a,75.0,,408,23,1.78,0.15,1.93
20,Trossard,1,3,69,0,-1,5847,10005,1.0,a,100.0,,952,64,3.43,1.74,5.17
21,Rice,1,3,72,0,7,118274,43640,26.2,a,100.0,,1515,102,2.06,3.57,5.63
22,Merino,1,3,58,-1,-2,7176,43655,2.8,a,,,849,55,2.24,0.9,3.14
