id,web_name,team,element_type,now_cost,cost_change_event,cost_change_start,transfers_in_event,transfers_out_event,selected_by_percent,status,chance_of_playing_this_round,news,minutes,total_points,expected_goals,expected_assists,expected_goal_involvements
1,Raya,1,1,60,0,5,15731,15661,34.2,a,,,2610,115,0.0,0.06,0.06
2,Arrizabalaga,1,1,41,0,-4,55,163,0.4,a,,,0,0,0.0,0.0,0.0
3,Hein,1,1,40,0,0,0,36,0.2,u,0.0,Has joined Werder Bremen on loan for the rest of the season.,0,0,0.0,0.0,0.0
4,Setford,1,1,39,0,-1,87,195,0.2,a,,,0,0,0.0,0.0,0.0
5,Gabriel,1,2,71,0,11,28353,11258,42.8,a,100.0,,1985,153,1.87,1.59,3.46
6,Saliba,1,2,61,0,1,11374,8377,13.5,a,100.0,,1984,96,0.88,0.61,1.49
7,Calafiori,1,2,56,0,1,834,5952,6.1,a,100.0,,1347,86,2.77,0.4,3.17
8,J.Timber,1,2,63,-1,8,22526,32665,27.7,a,100.0,,2325,135,4.71,1.45,6.16
9,Kiwior,1,2,54,0,-1,0,2,0.0,u,0.0,has joined Porto on loan for the rest of the season.,0,0,0.0,0.0,0.0
10,Lewis-Skelly,1,2,51,0,-4,244,581,1.4,a,,,311,12,0.05,0.06,0.11
11,White,1,2,51,0,-4,25,852,0.5,d,75.0,Knock - 75% chance of playing,409,30,0.43,0.49,0.92
13,Clarke,1,2,38,0,-2,61,221,0.4,a,,,0,0,0.0,0.0,0.0
14,Kacurri,1,2,39,0,-1,0,8,0.1,u,0.0,has joined Morecambe on loan for the rest of the season.,0,0,0.0,0.0,0.0
15,Nichols,1,2,37,0,-3,896,499,0.2,a,,,0,0,0.0,0.0,0.0
16,Saka,1,3,98,0,-2,12976,4588,7.6,a,100.0,,1815,121,6.72,5.65,12.37
17,Ødegaard,1,3,78,0,-2,584,1392,1.6,d,100.0,Knee injury - 75% chance of playing,1070,62,1.01,2.91,3.92
18,Madueke,1,3,68,0,-2,1903,6749,1.1,a,100.0,,829,51,0.96,1.98,2.94
19,Martinelli,1,3,68,0,-2,367,1657,0.9,a,100.0,,751,42,3.42,0.91,4.33
20,Trossard,1,3,67,0,-3,1648,4079,1.0,a,100.0,,1645,98,4.82,2.63,7.45
21,Rice,1,3,75,-1,10,34406,57637,32.9,d,100.0,Knock - 75% chance of playing,2400,157,2.99,6.22,9.21
22,Merino,1,3,54,0,-6,14,1570,0.8,i,0.0,Foot injury - Unknown return date,996,66,2.99,1.45,4.44
23,Fábio Vieira,1,3,54,0,-1,0,1,0.0,u,0.0,has joined Hamburger on loan for the rest of the season.,0,0,0.0,0.0,0.0
24,Nørgaard,1,3,51,0,-4,39,51,0.1,a,100.0,,46,5,0.05,0.0,0.05
25,Nwaneri,1,3,50,0,-5,0,49,0.1,u,0.0,has joined Marseille on loan for the rest of the season.,165,8,0.23,0.08,0.31
26,Zubimendi,1,3,52,-1,-3,5399,21562,4.9,a,100.0,,2445,111,2.64,2.07,4.71
28,Kabia,1,3,45,0,0,0,15,0.1,u,0.0,has joined Shrewsbury Town on loan for the rest of the season.,0,0,0.0,0.0,0.0
29,Sambi,1,3,45,0,0,0,13,0.0,u,0.0,has joined Hamburger permanently.,0,0,0.0,0.0,0.0
30,Havertz,1,4,73,0,-2,155,2210,0.5,a,75.0,,170,9,0.21,0.06,0.27
31,G.Jesus,1,4,64,0,-1,408,3849,0.4,a,100.0,,304,17,1.75,0.19,1.94
266,Eze,1,3,72,0,-3,9039,4611,8.0,a,,,1314,88,3.73,2.07,5.8
662,Mosquera,1,2,53,0,-2,148,121,0.1,a,100.0,,552,22,0.0,0.46,0.46
666,Gyökeres,1,4,88,0,-2,26391,19582,12.3,a,100.0,,1801,93,8.23,1.74,9.97
700,Dowman,1,3,42,0,-3,2440,1729,0.5,d,75.0,Lack of match fitness - 75% chance of playing,27,5,0.14,0.02,0.16
711,Harriman-Annous,1,3,44,0,-1,14,12,0.0,a,,,0,0,0.0,0.0,0.0
725,Hincapie,1,2,51,0,-4,4296,1593,0.7,a,100.0,,1393,61,0.33,1.35,1.68
759,Salmon,1,2,40,0,0,9,33,0.0,a,,,0,0,0.0,0.0,0.0
